headline,is_sarcastic
"‘Four Quarts Make A Gallon. The Frontal Lobe Controls Decision Making. The Ottoman Empire Dissolved In 1922,” Says Amy Klobuchar, Continuing To Name Trivia Facts Hours After Debate Ends",1
Stephen Miller Spends Entire Honeymoon In Hotel Room Calling ICE On Cleaning Staff,1
Increased Airtime Of Chantix Commercials Results In Ray Liotta Qualifying For Democratic Debate,1
Chuck Todd Reminds Candidates That If They Want More Time To Speak There Are Melee Weapons Under Each Of Their Lecterns,1
"‘I’ll Rule You Peasants With An Iron Fist,’ Says Bloomberg To Standing Ovation During DNC Debate",1
Last-Second DNC Rule Change Requires Candidates Spend At Least $300 Million Of Own Fortune To Make Debate Stage,1
Panicking Aides Finally Locate Biden At Wrong Venue Following Cirque Du Soleil Performers Onstage,1
"‘I Love My Wife Marcia And 2 Beautiful Kids, Tad And Hayden,’ Says Buttigieg In Latest Campaign Shift",1
Rod Blagojevich Somehow Already Governor Of Illinois Again Minutes After Prison Release,1
Trump Celebrates New Hospital Opening With Oxygen Tube-Cutting Ceremony,1
Bloomberg Hires Thousands Of Canvassers To Stop Black Men On Street And Force Them To Hear Campaign Pitch,1
A Guide To The USMCA Trade Deal,1
Nevada Addresses Concerns About Election Security By Switching To Electronic Voters,1
Mike Bloomberg: ‘I Apologize For The Damages My Past Policies Have Caused To The Negro Community’,1
Jimmy Carter Added To Mount Rushmore After Becoming 5th Former President To Bowl Perfect 300,1
Pros And Cons Of Abolishing The Senate,1
Takeaways From The New Hampshire Primaries,1
CEO Of Robotics Corporation Tells Sobbing Andrew Yang That He Was His Greatest Creation,1
Moderates Worry Klobuchar Splitting People-Who-Will-Vote-For-Anybody Vote,1
What’s In Trump’s 2021 Budget Proposal,1
"‘It’s Time To Go, Mr. Stone,’ Says Ski-Masked William Barr After Running Prison Bus Off Road",1
Bloomberg Campaign Raises Visibility By Pumping $5 Million Into #BloombergIsRacist Hashtag,1
"Flustered New Hampshire Bed And Breakfast Host Informs Biden, Sanders, Buttigieg, Warren, Klobuchar They’re All Booked For Same Room",1
Poll Finds Bloomberg Trailing Among Young Black Males He’s Already Thrown In Prison,1
"‘He’s A Cop,’ Say Bernie Backers, Withdrawing Support After Realizing Candidate Vying To Be Commander In Chief",1
"2020 Race Upended After New Poll Finds Trump, Democrats Trailing Mysterious Rune-Covered Obelisk By 80 Points",1
Increasingly Unhinged Centrists Announce Plan To Round Up Nation Into Camps To Force Them To Engage In Meaningful Dialogue,1
Timeline Of The Iowa Caucuses Debacle,1
Buttigieg Touts Progress Connecting With Black Fortune 500 Executives,1
‘He’s Got The Mulan Virus!’ Yells Don Jr. Attempting To Quarantine Eric By Duct Taping Garbage Bag Over Head,1
Thai Fishermen Find Iowa Caucus Results In Stomach of Tiger Shark,1
"Senate Republicans Say One Mistake Should Not Ruin The Life Of A Naive, Promising Young Man Like Trump",1
Trump Spends National Prayer Breakfast Attacking God For Allowing Impeachment To Ever Happen,1
Sanders Makes Last-Minute Appeal To Moderates By Reminding Them All His Policies Would End Up Being Watered Down To Their Positions Anyway,1
Iowa Democratic Party Finally Releases Full Caucus Results To Rubble-Strewn Remains Of Des Moines In Year 2186,1
Both Parties Acting Exactly How Everyone Expected Them To Restore Nation’s Faith In Political Process,1
5 Takeaways From The Iowa Caucuses,1
"Rush Limbaugh Admits Presidential Medal Of Freedom Less Of An Honor Knowing That Rosa Parks, Maya Angelou Also Received It",1
Speeding Democratic Campaign Buses Run Over 173 Iowans In Mad Dash To Get Fuck Out Of State,1
DNC Offers Startup $500 Million To Develop Pencil That Can Accurately Record Election Results,1
DNC Blames Iowa Caucus Problems On Single Fuck-Up Senior Citizen Volunteer,1
Buttigieg: ‘My Record During My First Term As President Speaks For Itself’,1
3 Million Iowans Finish Gathering Into Middle Of Gymnasium For Start Of Caucuses,1
DNC Mulls Asking Donald Trump To Run As Democrat In Effort To Stop Sanders,1
Report: Fighting Rising Tide Of Authoritarianism Sounds Like A Lot Of Work,1
"‘You’re A Piece Of Shit And I Hope Everyone Like You Dies,’ Says Biden To Democratic Voter In Stirring Call For Party Unity",1
The Onion’s Guide To The 2020 Democratic Candidates,1
Kushner Promises Israel Plan Will Relocate All Palestinians To Generous Swath Of Mediterranean Sea,1
Sanders Unveils Job-Training Program To Provide Meaningful Work To Low-Skilled Op-Ed Writers,1
Chris Matthews Warns Bernie Sanders Victory Runs Risk Of Making Him Look Stupid 2 Elections In A Row,1
Joni Ernst Insists She Hasn’t Seen Any Impeachment Evidence That Has Changed Her Self-Serving Political Calculus,1
Key Players In Trump’s Impeachment Trial,1
CBS Inks Deal For 30-Episode Bloomberg Ad,1
5 Things To Watch For At The Iowa Caucuses,1
Bolton Pledges To Donate All Proceeds From Book Towards Killing Iranians,1
Amy Klobuchar Enters 18th Minute Of Tense Standoff With Iowa Rally Crowd Who Haven’t Laughed At Her Joke,1
Mike Pompeo: ‘There Is Overwhelming And Undeniable Evidence To Support Going To War With Whoever’,1
Liberals Say Sanders’s Acceptance Of Rogan Endorsement Sends Dangerous Message He Trying To Win Election,1
Melting Giraffe Congressman Warns Impeachment Distracting From Surreal Issues,1
Trump Makes Powerful Pro-Life Case By Speaking About The Joys Of Neglecting A Child,1
Trump Woos March For Life Crowd By Kissing Supporter’s Unborn Baby,1
Trump Lifts Obama-Era Protections Trapping Gangthor The Malevolent In Tomb Deep Within Murky Depths Of Pacific Ocean,1
Justice Roberts Sternly Admonishes Impeachment Participants To Remember They’re At Complete Farce Of A Trial,1
Senate Republicans Force Through Resolution Establishing Wingstop As Official Sponsor Of Impeachment Trial,1
Contrarian ‘New York Times’ Travel Section Breaks With Paper To Endorse Deval Patrick For Democratic Nomination,1
Kellyanne Conway Suggests Martin Luther King Jr. Would Have Traveled To Ukraine For Dirt On Biden,1
"‘They Can’t Impeach Someone They Can’t See,’ Say Trump Boys Cramming Dad Into Homemade Bunker Under Oval Office Desk",1
Underwear-Clad Senators Line Up Before Congressional Doctor To Make Sure They Physically Fit For Impeachment,1
Republican Senators Maintain They’ll Weigh All Evidence Before Carrying Trump Out On Shoulders,1
CNN Reveals Bernie Sanders Running For President Of Country With History Of Sexism,1
Stephen Miller Hurt At Being Passed Over For Job Stalking Female Ambassador,1
CNN Audio Analysis Reveals Biden Caught On Wet Mic While Chewing On Own Microphone,1
Highlights Of The Seventh Democratic Debate,1
Articles Of Impeachment Sent Through Winding Maze Of Pneumatic Tubes On Journey To Senate,1
Public Disapproval Of Iran Approach Convinces Trump To Reverse Soleimani Killing,1
Biden Asks Advisors How Much Longer He Has To Pretend To Be Confused And Doddering To Avoid Criticism,1
Pros And Cons Of Economic Sanctions,1
Pete Buttigieg Trapped In Freezer After Searching Iowa Diner For Back Room With High-Rolling Donors,1
CNN Reminds Debate Participants To Keep Personal Attacks Off The Stage In Favor Of New Confession Cam Backstage,1
CNN Moderator Challenges Sanders’ Support For Women By Asking Him To Name Every Part Of Female Reproductive System,1
"‘Hey, Remember John Hickenlooper?’ Says Wolf Blitzer To Break Tension From Debate",1
CNN Figures It Can Soak Tom Steyer For Couple Million By Pretending It Costs Money To Appear In Debate,1
Democratic Candidates Immediately Descend Into Violent Pandemonium Without Cory Booker’s Message Of Love,1
Sanders Campaign Doubles Down With New Ad Warning Americans They’ll Never Be Able To Hear A Female President Over The Sound Of Her Vacuum,1
Swing Voter Really Relates To Buttigieg’s Complete Lack Of Conviction,1
Trump Warns Iran Not To Kill Any Protesters Who U.S. Already Has Dibs On,1
Cory Booker Drops Out Of 2020 Rat Race After Falling In Love With Small-Town Iowa Life,1
Prominent Evangelical Magazine Calls For Removing Trump From Holy Trinity,1
DNC Bows To Pressure By Adding Andrew Cuomo To Increase Ethnic Representation On Debate Stage,1
DNC Eases Debate Requirements To 0.1% Above Whatever Cory Booker Polling,1
Trump Claims He Knows John Dingell Is In Hell Because He Sees Window Into Terrifying Inferno Every Time He Closes His Eyes,1
GOP Turns Dozens Of House Democrats Away From Impeachment For Failing To Provide Adequate Voter ID,1
Congressman Could’ve Sworn Last Impeachment Was Catered,1
Poll Finds 54% Of Americans Approve Executing Trump But Leaving Him In Office,1
Congress Reaches $1.4 Trillion Spending Deal To Award Entire Budget To One Lucky American,1
‘And Then Those 12 People Send It To 12 People—That’s 144 People!” Says Cory Booker Describing Campaign Newsletter Strategy To Rosario Dawson,1
"‘Well Spoken, My Good Fellow, But Let Me Retort,’ Says Congressman Engaged In Probing, High-Minded Debate On Facts And Merits Of Impeachment",1
Fox News Condemns 2020 Election As Partisan Witch Hunt Orchestrated By Democrats To Unseat President,1
Pros And Cons Of Social Media Banning Political Ads,1
Biggest Revelations Of The Inspector General’s Report On The Russia Investigation,1
Trump Offers Hunter Biden Job In Energy Department Based On Oil Industry Experience,1
So-Called Ronald Reagan Presidential Library Looks Nothing Like Him,1
Pete Buttigieg Blames Inability To Disclose Political Stances On NDA With Buttigieg Campaign,1
Trump Orders National Christmas Tree Be Cut To One Inch Shorter Than He Is,1
Matt Gaetz Solemnly Raises Pistol To Head After Realizing He Used Barron Trump’s Name While Scolding Witness For Using Barron Trump’s Name,1
Sonny Perdue Argues Food Stamp Cuts Will Incentivize People To Get Exploitative Jobs That Won’t Exist In 5 Years,1
Boris Johnson Worried Anti-Semitism Accusations Against Labour Party Will Hurt Tories’ Hold On Bigot Vote,1
Jimmy Carter Devotes Rest Of Life To Raising Awareness Of Fact That Men Get UTIs Too,1
"Jilted Trump Announces Formation Of Cooler, Way More Powerful NATO With His New Best Friends Oman, Macedonia, And Suriname",1
Pros And Cons Of Talking Politics At Work,1
One-Eyed Man Who Kamala Harris Locked Up 25 Years Ago Quietly Removes Tulsi Gabbard Mask,1
Kamala Harris Supporter Insists Her Inspiring Message Of Something Or Other Will Always Live On,1
"Michael Bloomberg Treats Self To Second, Flashier Presidential Campaign",1
Nation Calls For Letting Biden Rub Women’s Shoulders Again After Seeing What He’ll Do Instead,1
Pete Buttigieg Admits Only Recently Realizing Black People Can Vote,1
Mitt Romney Retires To Fainting Couch After Suggesting Trump May Be Acting Ignobly,1
"‘I Could Spare Some Change,’ Says Man About To Become Buttigieg Campaign’s Top Black Donor",1
Highlights Of The Fifth Democratic Debate,1
Mom Comes Back From Long Call With Friend Looking Real Sad,1
‘And What Do We Want To Do About This Nest Full Of Baby Sparrows?’ Asks Barber Giving Man His First Haircut In 6 Months,1
Sweat-Soaked Mattress Praying This The Year Couple Invests In Air Conditioner,1
Manipulative Stepmom Only Married Dad So She Could Take Care Of Him Into Old Age,1
Disgusted Patio Diner Pretty Sure She Just Saw Coronavirus Scurry Into Bushes,1
42-Year-Old Man Still Unsure What His Interests Are,1
"Birch Tree Pictures Nude 4,000-Year-Old Bristlecone Pine To Delay Pollen Release",1
36-Year-Old Man Begins Outlining A Savings Plan For PS5,1
City Enters Phase 4 Of Pretending Coronavirus Over,1
Woman On Sidewalk Can’t Even Summon Kernel Of Whimsy Required To Skip Along Hopscotch,1
37-Year-Old Worried He Might Have Missed Boat On Becoming Child Prodigy,1
Second Meal After Grocery Trip A Severe Drop-Off From First Meal After Grocery Trip,1
Woman Begins Defeated Slog Back Upstairs To Apartment To Retrieve Forgotten Mask,1
"8-Month Odyssey Of Distress, Despair Ends In Redemption As Man Finally Gets Around To Buying Batteries For Remote",1
Apparently Even Fence Feels Need To Comment On Woman’s Appearance,1
Wriggling Cat To Be Held Until It Accepts Its Fate,1
Family Left Elderly Grandmother To Die In Nursing Home But Not Like This,1
"On Top Of Everything, Man’s Allergies Also Acting Up",1
Old Bike Chain Needing More And More Lube To Perform,1
Woman Needs To Shut Up And Allow Man To Be Ally,1
Man Questions If It Really Necessary For Protesters To Be Black,1
Inspirational ‘Hang In There’ Chalk Message The Thing That Finally Breaks Entire Neighborhood,1
Half Hour Of Constant Rubbing Somehow Fails To Soothe Irritated Eye,1
Family Increasingly Terrified That Ghost Haunting House Might Be Pedophile,1
Man Always Self-Sabotaging By Working To The Best Of His Ability,1
Man Shines Phone Light Over Empty Condom Drawer Like Wily Groundskeeper Hunting For Trespassers,1
Unclear Why Only One Half Of Couple Wearing Mask,1
Conversation-Starved Man Finally Treating Bumping Into Coworker As Exquisite Treasure It Truly Is,1
Garlic Clove Concerned About Being Deployed Into Water Glass With No Real Exit Strategy,1
"‘This Is A Crazy Time, And It’s Okay If You’re Scared’ Says Man Burying Gagged Prisoner Alive",1
Recipe Calls For Banana As If Man Has Access To Fucking Caribbean Street Market,1
Unplanned 2:30 A.M. Trip Through Steven Seagal’s Wikipedia Page Worth Every Goddamn Second,1
So-Called Hero Puts Eggs At Bottom Of Grocery Bag,1
No One Aware Coworker Stormed Out Of Slack Meeting,1
Nervous New Driver Going To Stick To Sidewalks Until He’s More Confident,1
Singing Birds Dressing Princess All Struggling With Bra Clasp,1
"Nurse Wearing Snoopy Scrubs, Floral Face Mask To Work Must Think Pandemic Some Kind Of Joke",1
Family Can Trace Ancestry Back To Whatever The Hell Grandma Was Talking About,1
"Coffee Made, Poured, Consumed Without Single Conscious Thought",1
Eighth Grader Would Have Cranked Classroom Pencil Sharpener Few More Times If She Knew That Going To Be Last Chance,1
Store Reopens Just In Time For Closeout Sale,1
‘God Bless Our Heroes!’ Written Where Tip Should Be,1
All Man’s Fun Facts From Eisenhower Biography From Prologue,1
Man Can’t Wait For Quarantine To End So He Can Finally Take Shower Again,1
NYPD Officer Hopes Black Teen Only Coughing Because He Just Choked Him,1
Rich College Student Trying To Find Shabbiest Angle In Parents’ Penthouse To Zoom Into Class From,1
Man Just Can’t Be With Someone Who He Projects So Many Of His Own Flaws Onto,1
Bride Only One Not Relieved About Postponed Wedding Date,1
Man Feels Like He Gets Gist Of Enlightenment After First Few Minutes Of Hearing Zen Monk Talk,1
Man Can’t Unsee That McDonald’s Logo Just Big ‘M’,1
Kindergartener Can’t Believe Friend Has Never Seen ‘Cars 3’ Before,1
Indomitable Honey Bee Stings Itself Rather Than Fall To Asian Hornet,1
Man Not Sure He Can Take Another 6 Weeks Of Barely Following CDC Guidelines,1
Hospital Room Admittedly Nice Change Of Scenery,1
Man In Quarantine Can’t Remember How Long It’s Been Since He Danced Through Town Square Followed By Big Chorus Of Friendly Locals,1
"Look, Brother, Sister Don’t Like That They’re Soulmates Either",1
Exhausted Parents Struggling To Limit Child’s Time Using Gun,1
Bourgeois Pig Owns Ostentatious Glass Crafted Specifically To Hold Wine,1
Longtime Person Dead At 86,1
Zoom Crasher Becomes Too Engrossed In Sales Meeting To Scream Obscenities,1
Woman In Studio Apartment Jealously Watches Woman Standing On Balcony Jealously Watching Woman Relaxing In Yard,1
Dog Screamed Into,1
Teleconferencing Pastor Requests Any Worshipper Currently Speaking In Tongues Go On Mute,1
Every Day Garbage Day For Garbage Man,1
Occupation Drop-Down Menu Forces Man To Scroll Past List Of Every Existing Job Before He Can Select ‘Unemployed’,1
Report: Jogger Brushing Past You On Street Yesterday All It Took,1
Burnt Piece Of Toast On Top Of Trash Serves As Humiliating Monument To Culinary Failures,1
"Baby Emerges From Game Of Peekaboo Wiser, More Reflective",1
Man Reaches First Of Dozens Of Breaking Points To Come,1
"Wincing, Screaming Mom Feels Searing Pain In Head Every Time Daughter Across Country Wears Sock With Hole In It",1
Man Not Sure Why He Thought Most Psychologically Taxing Situation Of His Life Would Be The Thing To Make Him Productive,1
It Starting To Become Pretty Clear Just How Much Cruises Were The Bedrock Of Parents’ Marriage,1
"If Woman Makes It Through This, She Finally Going To Wear Hat In Public",1
Man Reminds Self Woman On Chiquita Banana Sticker Only Smiling At Him Because That’s Her Job,1
Antsy Nursing Home Residents Counting Down Seconds Until They Can All Get Back To Fucking Each Other,1
‘Salutations And Good Tidings!’ Blurts Out Man Speaking To Other Human For First Time In Days,1
Mental Health Walk Spent Being Glared At By Quarantined People In Windows,1
Pathetic Minimum-Wage Worker Devastated About Losing Job That Only Paid Couple Hundred Dollars A Week Anyway,1
Russian Roulette Champion Wouldn’t Let His Son Play Russian Roulette,1
Boyfriend Announces Plan To Spend Infuriating Afternoon Speaking In Australian Accent,1
"‘Barber…I Was A Barber,’ Says Man Struggling To Recall Life Before Pandemic",1
Lonely Pedophile Wistfully Surveys Deserted Schoolyard Playground,1
"‘I Can Still Cook This, Right,’ Asks Woman Holding Up Writhing, Screaming Potato With 8-Foot-Long Roots",1
"‘Just Go Home And Sleep It Off,’ Says Doctor To Coughing, Feverish Black Patient",1
"Exhausting Every Other Way To Pass Time, Couple Begins Ranking Their Lamps",1
"Woman Working From Home Not Sure She’ll Ever Be Able To Go Back To Regularly Wearing Bra, Dress, Big White Gloves, Minnie Mouse Head",1
Cousin Reluctantly Checked In On,1
Life Risked Once Again Purchasing Frozen Waffles,1
It Instantly Clear Girlfriend Used To Fuck Guy Being Mentioned In Anecdote,1
Horse Probably Only Vegetarian For Attention,1
Employee Proves Diligence By Arriving To Video Conference Call Extra Hour Early Every Morning,1
Man Watching Space Force Rocket Launch Gazes In Awe At The Power Of Human Stupidity,1
Global Pandemic That Has Killed Thousands Giving Woman Just The Push She Needed To Organize Tupperware Cabinet,1
Man Reflects On Cyclical Nature Of Existence After Learning McDonald’s Has Stopped Offering All-Day Breakfast Once Again,1
Unpatriotic Whiner Demands Ventilator,1
British Man Astounded To Hear How Much It Would Cost To Get Mustard Jar Removed From Rectum Under U.S. Healthcare System,1
Jigsaw Puzzle Missing Like 999 Pieces,1
Man Just Buying One Of Every Cleaning Product In Case Trump Announces It’s Coronavirus Cure,1
Woman Working From Home Instinctively Tries To Steal Tampons From Own Bathroom,1
Coronavirus Forces Landlord To Cut Back On Taking Care Of Building From 1 To 0 Hours A Week,1
"‘This Tastes Like Nothing, I Must Have Coronavirus,’ Says Man Who Has Only Eaten Mac And Cheese For Last 8 Meals",1
Self-Isolated Woman Going So Crazy She’s Started Talking To Her Spouse,1
"Dog Not Sure How To Interpret Crazy Dream Where It Saw Squirrel, Barked At Squirrel",1
Defiant 123-Year-Old Not Going To Let Coronavirus Stop Him From Hanging Out With Friends,1
Woman Annoyed Cat Would Rather Play With Hair Tie Than Expensive Gaming Console She Bought It,1
Employee Working From Home Frantically Trying To Finish Report By End Of Days,1
Frustrated Dog Has No Time To Jerk Off Now That Owner Home All Day,1
Woman Tries To Spark Casual Chat In Long Grocery Store Line As If She Not Desperately Attempting To Outrun Death,1
Report: Cat Can Tell You’ve Been Drinking Again,1
Divorced Mom At Point In Life Where She Figures She Might As Well Start Writing Erotic Letters To Men In Prison,1
Guests Spit Mouthfuls Of Tuna Into Buckets At StarKist Cannery Tour Tasting Room,1
Coworkers At Bathroom Sink Locked In Tense Standoff Over Who Going To Wash Hands Longer,1
‘You A Pumpkin-Headed Bitch’ Announces Bus Teenager,1
"‘I Can’t Wait To Dress Up As The Coronavirus For Halloween,’ Says Man Who Will Be Dead By May",1
Girlfriend Making Playlist Of Bands You Might Like To Associate With Her Forever,1
Things Must Be Getting Pretty Serious For Girlfriend’s Dad To Gift Bottle Of BBQ Sauce,1
Insecure Man Worried Everyone At Gym Will Stare At His Perfectly Chiseled Body,1
Cashier Enlists Assistance Of Slightly More Competent Cashier,1
Woman’s Subconscious Not Sure How Much More Clearly It Can Communicate That Her Teeth Going To Fall Out Soon,1
Fact That Man Being Criticized Just Goes To Prove His Point,1
Man Talking Big Game About Having Shroom Hookup Folds Almost Immediately Under Pressure,1
Man Who’s Really Excited To One Day Have Children Must Be Pedophile,1
Restaurant Expensive Enough That Menu Just Single Sheet Of Really Nice Paper,1
Serial Killer Nostalgic For Bygone Days When He Could Still Get Excited By Something As Simple As Setting A Dog On Fire,1
Man Loses Control Of Stretch,1
Elderly Woman Wheeling Oxygen Tank Takes Over Bus’ Priority Seating Like Most Feared Inmate On Prison Yard,1
Closet With The Luggage All Fucked Up,1
Woman Braces Self As Documentary Shows Sea Lions Happily Swimming Near Shoreline,1
Baby Totally Strung Out On Attention,1
Man Commits To Being Overly Nice For Next 45 Minutes To Friend He Just Snapped At,1
Eukaryote Traumatized After Accidentally Witnessing Parent Cell Undergo Mitosis,1
Depressed Mom Can’t Even Enjoy Adult Son’s New Haircut,1
Building Self-Conscious About Patch Of Discolored Bricks,1
"Weighted Blanket Sure To Succeed Where CBD, Salt Lamp, Oil Diffuser, Acupressure Mat, Bath Bombs, And White Noise Machine Failed",1
Man Annoyed He No Longer Even Able To Go To Wuhan To Eat Bats Without Mom Freaking Out,1
Child Doing Stations Of The Cross Reflects On Boredom Christ Must Have Felt During Crucifixion,1
Man Doesn’t Mind Long Commute Because It Gives Him Extra Time To Listen To Voice In Head Saying He Can’t Keep Living Like This,1
"‘No, Stop, Please,’ Shouts Woman As Hands Uncontrollably Google All Of Boyfriend’s Exes",1
Breaking: Mama!,1
Driver Enraged At Rider Who Threw Up In Ambulance,1
Neurosurgeon Feels Lucky He Was Able To Turn Hobby Into Career,1
"‘I’m Free, I’m Finally Free!’ Thinks Parent Before Realizing Lost Child Just Hiding Inside Clothes Rack",1
Handwritten Sign Clarifies Flooded Urinal Covered In Garbage Bag ‘Out Of Order’,1
Idiotic Squirrel With Acorn Runs Away From Man As If He Doesn’t Get To Eat All The Nuts He Wants,1
"Reform ‘Fifty Shades’ Reader Doesn’t Think Christian And Ana Literally Indulged In Bladder Control Fetish, But Derives Meaning From Story Nonetheless",1
"Dead-Eyed Tattoo Artist Has Inked ‘Tomorrow Is Promised To No One’ 5,000 Times In Past Year",1
"Concerned Baby Starting To Worry Lethargic, Distant Mom Not Suffering From Postpartum Depression At All",1
Mom With Arms Full Of Groceries Holds Baby By Scruff Of Neck With Mouth,1
"Armed Teacher Rehearses Shooting Wall, Gunman, 3 Students During Active Shooter Drill",1
Waiter Asks If Couple Would Like To Pack Him Up In Little Box And Take Him Home For Later,1
Man Who Didn’t Order Anything Online Still Checks Name On Package Just In Case Amazon Sent Him A Little Present,1
Dad Unleashes Haunting Moan Of Satisfaction Upon Descending Into Hot Tub,1
Couple Takes Weekend Trip Outside City To Get Away From All The Arts And Culture,1
"‘You Should Put Your Name On The Karaoke List!’ Reports Greedy, Gluttonous Hunger For Strangers’ Approval",1
Diagram Warning Child Could Drown In Bucket Much More Clear In Hindsight,1
Man Scrambling To Furnish Apartment Before Date Shows Up,1
Pregnant Woman Finally Knows Joy Of What It Feels Like To Be Big Fat Guy,1
Man Has Faint Inkling Of What Greeting Card With Picture Of Donkey On It Might Say Inside,1
Emergency Room Staff Assures Parents That Burger King Chicken Fries Will Pass Naturally Through Child’s System,1
Man Calms Down From Violent Rage After Seeing ‘Or Current Resident’ On Misaddressed Letter,1
Fertility Clinic Employee Asks Couple If They’d Like To Play With Sperm Out Back And Get To Know It Better,1
Man Crippled By Fear Of Failure As If It Hadn’t Already Happened,1
Engineer Thinking Bridge For This One,1
Mom Still Seething Over Car That Blew Through Stop Sign 15 Years Ago,1
Parkinson’s Gene Waiting To Switch On Until Everything Finally Falling Into Place For Local Man,1
Billboard Super Judgmental Since Converting To Christianity,1
Pedestrians Passing Each Other On Sidewalk Stop To Let Children Sniff Each Other,1
Somebody In Mosh Pit All Sweaty,1
Baby Delighted By Grandfather Making Silly Faces During Stroke,1
Man Wastes Entire Life Chasing Unrealistic Pipe Dream Of Being Loved And Respected,1
Queen Reminds Worker Bees They Still Represent Colony Even When Away From Hive,1
Frustrated Tenant Only 5 Or 6 Days Away From Sending Gently Worded Email To Landlord,1
Smart Fridge Fires Beer Into Crowd Of Appliances During Google Home’s Rager In Vacationing Family’s House,1
‘USA!’ Chants Patriotic Man Envisioning 2-Mile Radius Of His Homogenized Suburb,1
Lost Grandfather With Dementia Found Hundreds Of Miles Away From Home Wandering International Space Station,1
Cow In Really Great Shape,1
Real New Yorker Folds Slice Of Cheesecake In Half Before Eating,1
Black-Metal Fan Conflicted About Supporting Artist Who’s Never Been Convicted Of Murder,1
Parents Impressed By How Big Baby Has Gotten After Just 16 Months Of CrossFit,1
Acquaintances At Happy Hour Break Into Cold Sweat As Mutual Friend Announces She Going To Bathroom,1
"‘Well, I Could Do That’ Says Art Museum Attendee Viewing Security Guard On Lunch Break",1
30-Minute Silence In Car Broken With ‘We’re Making Good Time’,1
Impatient Man Forced To Wait To Have Sex Until Wife Finished Giving Birth,1
Area Dad Sure Knows A Lot About Local Weather Woman,1
Recipe Clipping On Fridge Officially Outlives Newspaper It Came From,1
Canadian Man Wishes There Was Some Way To Pay His Doctor For All The Hard Work He Did,1
Amazon Reviewer Posts Selfie With Purchased Toaster,1
"Man Assumed Being Heartless, Egotistical Maniac Would Have Made Him Richer By Now",1
Couple Decide They’re Better Off As Siblings,1
Man Afraid He’ll Seem Vulnerable If He Reaches Out To Fire Department For Help,1
Morbid Visit Home Begins With Grandfather Only Able To Complete Single Flying Crane Backflip Kick To Ward Off Intruders,1
"Cereal Too Crispy, Needs To Soak",1
Pine Tree Lying On Curb Struggling To Understand Own Life Cycle,1
Landlord Figures He Can Pass Off Uninhabitable Shithole As ‘Great For Students’,1
Man Validated After Discovering Popular Kid From High School Ended Up Bottoming Out Almost As Much As He Did,1
Couple No Fun Anymore After Having Kids Die,1
Dentist Feels Blessed That He Still Gets Turned On By Teeth After All These Years,1
Truffle Oil Embarrassed To Be Working With Low-Class Ingredients On Loaded Fries,1
Ravages Of Age Claim Formerly Perky Beer Gut,1
Devastated Family Struggling To Get Through First Christmas Since Dad Returned,1
Caroler Who Forgot Lyrics Getting Pretty Far Just Saying ‘Bell’ Every Few Seconds,1
Worker’s Sole Impact On Company Permanent Ban On Alcohol At Holiday Party,1
Man Still Can’t Believe He’s Not A Virgin,1
Body-Positive Male Ally Worried Girlfriend Has Been Packing On The Beauty Lately,1
Miracle Dumbbell Found In Proper Place On Rack,1
Area Man Has Little Present For You,1
Conciliatory Follow-Up Text Sent To Mom Just So ‘Don’t Open My Mail’ Aren’t Last Words Ever Said To Her,1
All Of Area Man’s Positive Qualities Stolen From Past Friends,1
Luddite In 2070 Refuses To Merge Consciousness With Self-Driving Hyundai Elantra,1
Lucky Teen Lands Job In Fashion Industry,1
Pathetic Man Cries When He’s Upset Rather Than Screaming At 3-Year-Old Son To Shut The Fuck Up,1
Woman Not As Fun-Loving And Carefree As Pom-Pom On Winter Hat Would Suggest,1
Hungover Coworker A Little Too Functional Morning After Holiday Party Not To Be Alcoholic,1
Man Relaxing His Overwhelming Anxiety For Just A Moment Finally Gives Pack Of Coyotes The Opening They Need,1
Company’s Holiday Party Moves Up Timeline For Bankruptcy By 4 Months,1
Town Hag Getting In Pretty Good Day Of Shaking Jangly Bell-Covered Stick While Pointing And Screaming ‘You Will Die!’,1
Antiques Shop Owner Only Thousands Of Sales Away From Avoiding Bankruptcy,1
Learned Coworker Always Has Heard Good Things About Whatever Piece Of Media Being Discussed,1
Sight Of His Beautiful Bride Walking Down Aisle Fills Man With Overwhelming Happyish Feeling,1
Man Doesn’t Want To Put Too Much Effort Into Fixing Up House He Just Going To Burn Down For Insurance Fraud One Day,1
Mother Confident That Adult Son’s Cycle Of Emotional Terrorism Will Calm Down Once He Finds The Right Girl,1
Woman Tries Reading Shampoo Bottle Directions In French First To Test If She’s Secretly Smart,1
Report: Would’ve Been Nice If Dad Had Loved Original Family This Much,1
Mom Scolds Child For Pointing At Homeless Man Instead Of Ignoring His Very Existence,1
Man’s Life Spent Occasionally Eating Barbecue In Between Doing Things He Hates,1
Washboard Player In Jug Band Tired Of Spoons Guy Getting All The Chicks,1
"‘Team Umizoomi Actually Kind Of Interesting,’ Reports Stay-At-Home Dad On Verge Of Full Psychotic Breakdown",1
Mom Changes Words Of Prayer To Be More Cheerful,1
All Of Woman’s Problems Stem From Never Having Visited Europe,1
Child Decides To Become Vegetarian After Forming Close Friendship With Roasted Turkey Leg,1
Thanksgiving Conversation Devolves Into Just Stating Things Dog Is Currently Doing,1
